Related issues,repo_name,issue_file,Additional context,Steps to reproduce,Expected/Actual behavior,Type,Screenshot,Log,Summary,Severity,Environment
0.21857962012290955,facebook/react,bug_report.md,0.18581299483776093,0.1413850039243698,0.09627315402030945,0.09152151644229889,0.08684711158275604,0.059998612850904465,0.05174915865063667,0.033962275832891464,0.03387055546045303
0.09696882963180542,getify/You-Dont-Know-JS,content-question.md,0.18901985883712769,0.09348718822002411,0.051031775772571564,0.314067542552948,0.08452355116605759,0.06173750013113022,0.049781039357185364,0.030410468578338623,0.02897222712635994
0.251061350107193,getify/You-Dont-Know-JS,foreign-translation-request.md,0.17635563015937805,0.2510335147380829,0.07801932841539383,0.06986001133918762,0.02775583788752556,0.03148343414068222,0.052515462040901184,0.04125451669096947,0.02066090516746044
0.08409038186073303,getify/You-Dont-Know-JS,report-technical-mistake.md,0.20820900797843933,0.09852123260498047,0.057163625955581665,0.27921241521835327,0.08654928207397461,0.06589867174625397,0.05419698730111122,0.037575799971818924,0.02858257107436657
0.08409038186073303,getify/You-Dont-Know-JS,textual-grammar-typo.md,0.20820900797843933,0.09852123260498047,0.057163625955581665,0.27921241521835327,0.08654928207397461,0.06589867174625397,0.05419698730111122,0.037575799971818924,0.02858257107436657
0.2157408893108368,vinta/awesome-python,add-xxx.md,0.15126284956932068,0.157973974943161,0.05798628181219101,0.12924033403396606,0.042057380080223083,0.07005235552787781,0.08428237587213516,0.05394427105784416,0.03745924308896065
0.1262718290090561,flutter/flutter,4_performance_others.md,0.1386781930923462,0.3107062578201294,0.03850597143173218,0.07295449078083038,0.05404507741332054,0.07667569071054459,0.08416382223367691,0.048301976174116135,0.04969658702611923
0.1918700635433197,flutter/flutter,5_performance_speed.md,0.14681614935398102,0.2591911554336548,0.03648405894637108,0.05894332379102707,0.05787815526127815,0.08443354070186615,0.09017359465360641,0.04328882321715355,0.030921194702386856
0.019715620204806328,flutter/flutter,6_infrastructure.md,0.08815965056419373,0.4804207682609558,0.30322498083114624,0.02353033237159252,0.01279911957681179,0.02284451201558113,0.027512213215231895,0.011965573765337467,0.00982718076556921
0.10607048869132996,microsoft/vscode,bug_report.md,0.0926608294248581,0.6465432047843933,0.024546116590499878,0.01930505409836769,0.017011912539601326,0.023449892178177834,0.0351889468729496,0.026555147022008896,0.008668394759297371
0.1590975672006607,microsoft/vscode,feature_request.md,0.33365267515182495,0.11626266688108444,0.1183762401342392,0.05446255952119827,0.02562520280480385,0.0469551645219326,0.08409840613603592,0.037274133414030075,0.02419537864625454
0.19562670588493347,ossu/computer-science,request-for-comment-template.md,0.3369835317134857,0.0765257477760315,0.07260309159755707,0.11710279434919357,0.029525861144065857,0.04942786321043968,0.05787431448698044,0.03875414654612541,0.025575974956154823
0.1380344182252884,ytdl-org/youtube-dl,1_broken_site.md,0.28421008586883545,0.15378069877624512,0.051470797508955,0.062108706682920456,0.04221327230334282,0.08211013674736023,0.07039882987737656,0.05433892086148262,0.061334166675806046
0.1233176738023758,ytdl-org/youtube-dl,2_site_support_request.md,0.21876060962677002,0.13375592231750488,0.07880055904388428,0.10268417000770569,0.06534820050001144,0.06567126512527466,0.09273654222488403,0.058036185801029205,0.060888875275850296
0.12084929645061493,ytdl-org/youtube-dl,3_site_feature_request.md,0.23198141157627106,0.17533060908317566,0.09480759501457214,0.08533795177936554,0.05363020300865173,0.09292057901620865,0.062300410121679306,0.04223328456282616,0.040608733892440796
0.23029068112373352,ytdl-org/youtube-dl,4_bug_report.md,0.151274174451828,0.13731281459331512,0.05508284270763397,0.06627146899700165,0.05167634040117264,0.08218470960855484,0.116977758705616,0.05049591138958931,0.05843337997794151
0.12964627146720886,ytdl-org/youtube-dl,5_feature_request.md,0.24795225262641907,0.14206597208976746,0.05764409527182579,0.09609968960285187,0.05700588971376419,0.0954727753996849,0.07106053084135056,0.05161087214946747,0.051441699266433716
0.0881117582321167,ytdl-org/youtube-dl,6_question.md,0.20217899978160858,0.2090294063091278,0.04431598633527756,0.11119826883077621,0.06377365440130234,0.11515316367149353,0.0768306627869606,0.04174565523862839,0.0476624071598053
0.16744185984134674,labuladong/fucking-algorithm,others.md,0.14634735882282257,0.025661567226052284,0.0967666357755661,0.07985645532608032,0.09076622128486633,0.0731261819601059,0.20382535457611084,0.07176368683576584,0.04444471001625061
0.21583110094070435,labuladong/fucking-algorithm,translate.md,0.13639867305755615,0.0734495148062706,0.08904208242893219,0.0842166319489479,0.055057771503925323,0.09675274044275284,0.08904828876256943,0.10243065655231476,0.05777249112725258
0.12166904658079147,golang/go,00-bug.md,0.14041723310947418,0.103084996342659,0.2768538296222687,0.03378850221633911,0.021077385172247887,0.020599497482180595,0.24477092921733856,0.0138408113270998,0.023897744715213776
0.03132534399628639,golang/go,01-pkgsite.md,0.12144571542739868,0.16892936825752258,0.20702698826789856,0.027465123683214188,0.35853111743927,0.025361092761158943,0.02734842337667942,0.01936018466949463,0.01320656668394804
0.22484371066093445,golang/go,02-pkgsite-removal.md,0.2656652331352234,0.07904734462499619,0.03178270161151886,0.08901171386241913,0.049534253776073456,0.09608554095029831,0.07826295495033264,0.0499454140663147,0.03582121059298515
0.21218398213386536,golang/go,03-gopls.md,0.2046217918395996,0.24848580360412598,0.08174366503953934,0.06531371921300888,0.03254883363842964,0.054983027279376984,0.0339537113904953,0.02811525948345661,0.03805015608668327
0.18909257650375366,golang/go,04-vuln.md,0.14550714194774628,0.09573429077863693,0.17052112519741058,0.054094549268484116,0.033078908920288086,0.0433967225253582,0.19237223267555237,0.033586837351322174,0.042615603655576706
0.046273715794086456,golang/go,10-proposal.md,0.17747919261455536,0.12990622222423553,0.060426387935876846,0.27733057737350464,0.034822016954422,0.1290804147720337,0.04512845352292061,0.05195225775241852,0.04760074242949486
0.1194629818201065,golang/go,11-language-change.md,0.6038912534713745,0.09270425140857697,0.03415641188621521,0.017018485814332962,0.019014481455087662,0.01917223259806633,0.06286510080099106,0.01922512613236904,0.012489612214267254
0.02230212837457657,practical-tutorials/project-based-learning,Bug_report.md,0.11288298666477203,0.1732778549194336,0.14204926788806915,0.02498195692896843,0.019889818504452705,0.0239852461963892,0.4680858254432678,0.004790788982063532,0.007754125166684389
0.27154257893562317,practical-tutorials/project-based-learning,Feature_request.md,0.2817831337451935,0.10938970744609833,0.037311822175979614,0.06845415383577347,0.04060869663953781,0.04660270735621452,0.11028999835252762,0.015709787607192993,0.018307331949472427
0.08421724289655685,facebook/create-react-app,bug_report.md,0.0902930349111557,0.20293547213077545,0.15027424693107605,0.06674543023109436,0.08652684092521667,0.07707773894071579,0.053624045103788376,0.1117730662226677,0.07653295993804932
0.25804582238197327,facebook/create-react-app,proposal.md,0.48789605498313904,0.059189774096012115,0.028977466747164726,0.0669461339712143,0.018108682706952095,0.032993022352457047,0.030669232830405235,0.008806255646049976,0.008367558009922504
0.0716688260436058,facebook/create-react-app,question.md,0.33625486493110657,0.06895123422145844,0.07269900292158127,0.09908667206764221,0.05302596092224121,0.07662347704172134,0.10342763364315033,0.052886709570884705,0.06537557393312454
0.08800720423460007,huggingface/transformers,i18n.md,0.11226534098386765,0.10330553352832794,0.1116795688867569,0.11982355266809464,0.06505902111530304,0.10151685029268265,0.08104708790779114,0.15440727770328522,0.062888503074646
0.16959629952907562,microsoft/TypeScript,Bug_report.md,0.2128383219242096,0.034450095146894455,0.32437577843666077,0.08354353159666061,0.02752107009291649,0.0431838184595108,0.04104303941130638,0.033915016800165176,0.029532989487051964
0.15328900516033173,microsoft/TypeScript,Feature_request.md,0.2752535045146942,0.04863220080733299,0.038428615778684616,0.058749839663505554,0.015116525813937187,0.11791665852069855,0.2630619704723358,0.013880920596420765,0.01567082107067108
0.1913936883211136,microsoft/TypeScript,lib_change.md,0.16272100806236267,0.1251181960105896,0.09388506412506104,0.09775420278310776,0.06591591238975525,0.05165257677435875,0.08316810429096222,0.07362272590398788,0.054768554866313934
0.4030894339084625,microsoft/TypeScript,types-not-correct-in-with-callback.md,0.2193821370601654,0.025363203138113022,0.06754651665687561,0.14377625286579132,0.015355291776359081,0.043483465909957886,0.029759079217910767,0.03204190731048584,0.020202768966555595
0.10231101512908936,microsoft/terminal,Documentation_Issue.md,0.47986161708831787,0.10345802456140518,0.0751563012599945,0.06774085760116577,0.038268279284238815,0.020840691402554512,0.04593517258763313,0.04335039481520653,0.02307760715484619
0.08732467889785767,microsoft/terminal,Feature_Request.md,0.25839763879776,0.14536285400390625,0.058076031506061554,0.11289290338754654,0.05036293342709541,0.07305324077606201,0.10906520485877991,0.06060579791665077,0.04485868290066719
0.12271913886070251,tensorflow/models,00-official-bug-report-issue.md,0.16718554496765137,0.2741307020187378,0.10880517214536667,0.06696690618991852,0.03950350731611252,0.05262969061732292,0.06618230044841766,0.035437390208244324,0.06643973290920258
0.14360113441944122,tensorflow/models,10-official-documentation-issue.md,0.23869940638542175,0.19666652381420135,0.035834550857543945,0.11333753913640976,0.04611438140273094,0.055989813059568405,0.10633767396211624,0.03257989138364792,0.03083907999098301
0.17499478161334991,tensorflow/models,20-official-feature-request-issue.md,0.2994467318058014,0.17976872622966766,0.03559071943163872,0.0992131233215332,0.02482917346060276,0.05134189873933792,0.0710173174738884,0.028261812403798103,0.035535745322704315
0.12315379828214645,tensorflow/models,30-research-bug-report-issue.md,0.1732872873544693,0.274983674287796,0.11031226068735123,0.0652710497379303,0.03828324005007744,0.051250725984573364,0.06380078196525574,0.034356679767370224,0.06530057638883591
0.1282660812139511,tensorflow/models,40-research-documentation-issue.md,0.2395561784505844,0.19509446620941162,0.03609655052423477,0.12468662858009338,0.04812895134091377,0.05836361646652222,0.10672321915626526,0.03302345424890518,0.030060892924666405
0.16553989052772522,tensorflow/models,50-research-feature-request-issue.md,0.303707093000412,0.17725232243537903,0.03481784090399742,0.10852430760860443,0.025863710790872574,0.05168970674276352,0.06988928467035294,0.028192436322569847,0.03452342003583908
0.49377474188804626,tensorflow/models,60-questions-help-issue.md,0.09806711226701736,0.03358837589621544,0.027465764433145523,0.09000825136899948,0.038294244557619095,0.042246539145708084,0.0985344797372818,0.052211686968803406,0.025808827951550484
0.07876231521368027,microsoft/Web-Dev-For-Beginners,bug_report.md,0.07500866800546646,0.46053338050842285,0.10536158829927444,0.04278001934289932,0.14185656607151031,0.025737527757883072,0.028788475319743156,0.021259190514683723,0.019912460818886757
0.5149273872375488,microsoft/Web-Dev-For-Beginners,feature_request.md,0.14546526968479156,0.04507698118686676,0.025806160643696785,0.10556447505950928,0.06195804849267006,0.021784715354442596,0.04706704989075661,0.017925919964909554,0.014423972927033901
0.24739503860473633,microsoft/Web-Dev-For-Beginners,translations_checklist.md,0.17290975153446198,0.09159024059772491,0.04300524666905403,0.07108604907989502,0.045137085020542145,0.05419102683663368,0.06895008683204651,0.1333598494529724,0.07237556576728821
0.10664304345846176,pytorch/pytorch,ci-sev.md,0.2628805935382843,0.08794108033180237,0.09156794100999832,0.0955720767378807,0.05344581604003906,0.04839467629790306,0.06671356409788132,0.1582667976617813,0.028574498370289803
