Summary,repo_name,pr_file,Additional context,Steps to reproduce,Related issues,Screenshot,Expected/Actual behavior,Type,Environment,Log,Severity,Documentation and Testing,repo_name.1,pr_file.1,Supporting Information,Collaboration and Review,Submission Guidelines and Formatting,Issue/Problem Description,Debugging Information,Greeting and Introduction,Proposed Solutions and Suggestions,References,Impact Assessment
0.2547990381717682,facebook/react,PULL_REQUEST_TEMPLATE.md,0.2023509740829467,0.1929849982261657,0.0974247083067894,0.0579403080046176,0.0533912032842636,0.0491735264658927,0.036559697240591,0.0279378946870565,0.0274376440793275,0.2433546632528305,facebook/react,PULL_REQUEST_TEMPLATE.md,0.1720112115144729,0.1408485025167465,0.1149619594216346,0.0875118002295494,0.076050266623497,0.0540089830756187,0.042472269386053,0.0347985252737998,0.0339818410575389
0.0430672243237495,getify/You-Dont-Know-JS,PULL_REQUEST_TEMPLATE.md,0.3159640431404114,0.1406719386577606,0.1477363407611847,0.0598683357238769,0.1171561777591705,0.0742167532444,0.0268447529524564,0.0467161498963832,0.027758290991187,0.0507123321294784,getify/You-Dont-Know-JS,PULL_REQUEST_TEMPLATE.md,0.1118936091661453,0.0808119848370552,0.1517336368560791,0.3122493326663971,0.0485105104744434,0.0392738878726959,0.0840897336602211,0.0663111209869384,0.0544138327240943
0.1030179113149643,vinta/awesome-python,PULL_REQUEST_TEMPLATE.md,0.2817096710205078,0.105098471045494,0.2079510688781738,0.0409324020147323,0.0630323216319084,0.0765342861413955,0.0274028833955526,0.0497076474130153,0.0446133017539978,0.0329269804060459,vinta/awesome-python,PULL_REQUEST_TEMPLATE.md,0.297119677066803,0.2295191287994384,0.048154842108488,0.0471447966992855,0.0419818796217441,0.0465306043624877,0.1350428909063339,0.0796535462141037,0.0419256538152694
0.0606398917734622,flutter/flutter,PULL_REQUEST_TEMPLATE.md,0.2355768829584121,0.083451934158802,0.2771685123443603,0.1653690040111541,0.0517043247818946,0.0559265241026878,0.0195474494248628,0.0319693461060524,0.0186462383717298,0.1887746900320053,flutter/flutter,PULL_REQUEST_TEMPLATE.md,0.2213352173566818,0.0612238571047782,0.0580472722649574,0.1647441685199737,0.0319444425404071,0.0285517740994691,0.08020531386137,0.1303897649049759,0.0347835049033165
0.184647262096405,microsoft/vscode,pull_request_template.md,0.3262227773666382,0.1643404066562652,0.099830649793148,0.0483576208353042,0.0407411269843578,0.0456211827695369,0.0201623253524303,0.0449197851121425,0.0251569338142871,0.0867292955517768,microsoft/vscode,pull_request_template.md,0.3148339688777923,0.0558252483606338,0.2092385739088058,0.1046004816889762,0.0200676470994949,0.0864663198590278,0.0570097900927066,0.0433510057628154,0.0218776296824216
0.0650839954614639,ossu/computer-science,project_pr.md,0.2974061369895935,0.2650787532329559,0.0772787705063819,0.0355252921581268,0.0817479714751243,0.0664453282952308,0.0241993833333253,0.0505370609462261,0.0366973653435707,0.0346431471407413,ossu/computer-science,project_pr.md,0.2896285355091095,0.0583282001316547,0.3046132922172546,0.0493077561259269,0.0307947695255279,0.0627236440777778,0.0738044753670692,0.0620059967041015,0.034150157123804
0.0660596415400505,ytdl-org/youtube-dl,PULL_REQUEST_TEMPLATE.md,0.2440379858016967,0.0998412668704986,0.2428849190473556,0.0356716439127922,0.1352380514144897,0.0584715567529201,0.0359275564551353,0.0435142181813716,0.038353219628334,0.1481666266918182,ytdl-org/youtube-dl,PULL_REQUEST_TEMPLATE.md,0.2192578613758087,0.0792512595653534,0.1271303445100784,0.0828708335757255,0.051963485777378,0.0648621618747711,0.0790535062551498,0.0887240618467331,0.0587197579443454
0.067502461373806,labuladong/fucking-algorithm,PULL_REQUEST_TEMPLATE.md,0.1528921276330948,0.0568953119218349,0.4144271314144134,0.0412460304796695,0.0450187101960182,0.0784215256571769,0.0196501221507787,0.0679568350315094,0.0559897683560848,0.0224298443645238,labuladong/fucking-algorithm,PULL_REQUEST_TEMPLATE.md,0.3067071735858917,0.0371849238872528,0.0203655455261468,0.3270907402038574,0.029787603765726,0.0184975806623697,0.1042026504874229,0.0953454673290252,0.0383883938193321
0.0747718065977096,golang/go,PULL_REQUEST_TEMPLATE,0.2878043949604034,0.1720140427350998,0.0916364043951034,0.0434938706457614,0.0792837664484977,0.1062774211168289,0.0314647331833839,0.0649801865220069,0.0482734963297843,0.0356380902230739,golang/go,PULL_REQUEST_TEMPLATE,0.2096961885690689,0.1025785654783248,0.2898951470851898,0.078509010374546,0.0263411328196525,0.0737275853753089,0.1287326067686081,0.0329827181994915,0.021898990496993
0.4543961584568023,practical-tutorials/project-based-learning,PULL_REQUEST_TEMPLATE.md,0.1656094491481781,0.0925316289067268,0.111056350171566,0.0174333974719047,0.0381607301533222,0.0424896851181983,0.0304454155266284,0.0226964093744754,0.0251807551831007,0.2692640721797943,practical-tutorials/project-based-learning,PULL_REQUEST_TEMPLATE.md,0.1841831058263778,0.0518726743757724,0.0343579053878784,0.1761716902256012,0.0516807436943054,0.0484254322946071,0.0664087086915969,0.0683270692825317,0.0493085980415344
