Unnamed: 0,primaryLanguage,nameWithOwner,owner,Related issues,repo_name,issue_file,Additional context,Steps to reproduce,Expected/Actual behavior,Type,Screenshot,Log,Summary,Severity,Environment,Documentation and Testing,repo_name.1,issue_file.1,Supporting Information,Issue/Problem Description,Proposed Solutions and Suggestions,References,Impact Assessment,Submission Guidelines and Formatting,Collaboration and Review,Debugging Information,Greeting and Introduction
9129438,PHP,nextcloud/server,nextcloud,0.2029781937599182,nextcloud/server,Feature_request.md,0.2529740631580353,0.0851596668362617,0.0480068176984787,0.086262360215187,0.1356585323810577,0.0541139245033264,0.0497217252850532,0.051132321357727,0.0339924208819866,0.0365630351006984,nextcloud/server,Feature_request.md,0.2528900802135467,0.0878198370337486,0.095295749604702,0.1002240553498268,0.0512686595320701,0.2229828089475631,0.0459657162427902,0.0637423619627952,0.043247751891613
11472322,PHP,sebastianbergmann/phpunit,sebastianbergmann,0.1143852025270462,sebastianbergmann/phpunit,1_BUG.md,0.1205663532018661,0.3782013356685638,0.1141565442085266,0.0430910550057888,0.0323943272233009,0.0233122296631336,0.1386229246854782,0.0199116319417953,0.0153584266081452,0.0490101501345634,sebastianbergmann/phpunit,1_BUG.md,0.1823448687791824,0.2539948225021362,0.1151179298758506,0.0712695866823196,0.0436705723404884,0.1475698351860046,0.0421599149703979,0.0426257736980915,0.0522365160286426
11472323,PHP,sebastianbergmann/phpunit,sebastianbergmann,0.1143852025270462,sebastianbergmann/phpunit,2_BUG_PHPUNIT_10.md,0.1205663532018661,0.3782013356685638,0.1141565442085266,0.0430910550057888,0.0323943272233009,0.0233122296631336,0.1386229246854782,0.0199116319417953,0.0153584266081452,0.0490101501345634,sebastianbergmann/phpunit,2_BUG_PHPUNIT_10.md,0.1823448687791824,0.2539948225021362,0.1151179298758506,0.0712695866823196,0.0436705723404884,0.1475698351860046,0.0421599149703979,0.0426257736980915,0.0522365160286426
11472324,PHP,sebastianbergmann/phpunit,sebastianbergmann,0.1143852025270462,sebastianbergmann/phpunit,3_BUG_PHPUNIT_9.md,0.1205663532018661,0.3782013356685638,0.1141565442085266,0.0430910550057888,0.0323943272233009,0.0233122296631336,0.1386229246854782,0.0199116319417953,0.0153584266081452,0.0490101501345634,sebastianbergmann/phpunit,3_BUG_PHPUNIT_9.md,0.1823448687791824,0.2539948225021362,0.1151179298758506,0.0712695866823196,0.0436705723404884,0.1475698351860046,0.0421599149703979,0.0426257736980915,0.0522365160286426
11472325,PHP,sebastianbergmann/phpunit,sebastianbergmann,0.1156489923596382,sebastianbergmann/phpunit,4_COMPATIBILITY_PHPUNIT_10.md,0.1157876998186111,0.3749435544013977,0.1030120849609375,0.0489311590790748,0.0378508083522319,0.0293571539223194,0.1309241205453872,0.0242055412381887,0.0193388219922781,0.0400842614471912,sebastianbergmann/phpunit,4_COMPATIBILITY_PHPUNIT_10.md,0.1875899881124496,0.2399598360061645,0.1094287037849426,0.0778358727693557,0.0383696183562278,0.180051565170288,0.036721147596836,0.0419480204582214,0.0480109862983226
11472326,PHP,sebastianbergmann/phpunit,sebastianbergmann,0.1156489923596382,sebastianbergmann/phpunit,5_COMPATIBILITY_PHPUNIT_9.md,0.1157876998186111,0.3749435544013977,0.1030120849609375,0.0489311590790748,0.0378508083522319,0.0293571539223194,0.1309241205453872,0.0242055412381887,0.0193388219922781,0.0400842614471912,sebastianbergmann/phpunit,5_COMPATIBILITY_PHPUNIT_9.md,0.1875899881124496,0.2399598360061645,0.1094287037849426,0.0778358727693557,0.0383696183562278,0.180051565170288,0.036721147596836,0.0419480204582214,0.0480109862983226
11472327,PHP,sebastianbergmann/phpunit,sebastianbergmann,0.1156489923596382,sebastianbergmann/phpunit,6_COMPATIBILITY_PHPUNIT_8.md,0.1157876998186111,0.3749435544013977,0.1030120849609375,0.0489311590790748,0.0378508083522319,0.0293571539223194,0.1309241205453872,0.0242055412381887,0.0193388219922781,0.0400842614471912,sebastianbergmann/phpunit,6_COMPATIBILITY_PHPUNIT_8.md,0.1875899881124496,0.2399598360061645,0.1094287037849426,0.0778358727693557,0.0383696183562278,0.180051565170288,0.036721147596836,0.0419480204582214,0.0480109862983226
11472328,PHP,sebastianbergmann/phpunit,sebastianbergmann,0.0859124809503555,sebastianbergmann/phpunit,7_FEATURE_REQUEST.md,0.208790898323059,0.0496397875249385,0.0330262072384357,0.0262390505522489,0.0234976802021265,0.0249935500323772,0.4976193308830261,0.0198203977197408,0.0304605606943368,0.0477838926017284,sebastianbergmann/phpunit,7_FEATURE_REQUEST.md,0.2733952403068542,0.0812060683965683,0.2405004948377609,0.0727306082844734,0.0672836303710937,0.0527277030050754,0.059464156627655,0.0623567104339599,0.0425514429807662
11472329,PHP,monicahq/monica,monicahq,0.096603974699974,monicahq/monica,Bug_report.md,0.1952848136425018,0.0618795342743396,0.027683263644576,0.1083072051405906,0.2875307500362396,0.0479338131844997,0.071985475718975,0.0591661855578422,0.0436250604689121,0.0442630834877491,monicahq/monica,Bug_report.md,0.11927430331707,0.3469927012920379,0.060707576572895,0.048867367208004,0.0562707632780075,0.081725925207138,0.1236573606729507,0.0371786653995513,0.08106230199337
11472331,PHP,monicahq/monica,monicahq,0.2207982689142227,monicahq/monica,General_issue.md,0.3709753453731537,0.0799058005213737,0.0464282482862472,0.0659592300653457,0.0388390533626079,0.0400716662406921,0.0870200097560882,0.0268465038388967,0.0231558177620172,0.0330506898462772,monicahq/monica,General_issue.md,0.1712309122085571,0.14919975399971,0.1157032623887062,0.1391758173704147,0.0394288450479507,0.0822727978229522,0.157189592719078,0.0374057926237583,0.0753425061702728
